domain,problem,heuristics,strategy,solved,time,timeout,plan_length,expansions,memory_kb
logistics,task28,"hmax,lmcut",max,True,98.02603054046631,False,69,94,
logistics,task01,"hff,landmark",max,True,0.2185993194580078,False,20,22,
logistics,task02,"hff,landmark",max,True,0.18619489669799805,False,19,23,
logistics,task03,"hff,landmark",max,True,0.17849349975585938,False,15,18,
logistics,task04,"hff,landmark",max,True,0.2028663158416748,False,27,31,
logistics,task05,"hff,landmark",max,True,0.18450355529785156,False,17,21,
logistics,task06,"hff,landmark",max,True,0.18600201606750488,False,8,9,
logistics,task07,"hff,landmark",max,True,0.20650291442871094,False,25,28,
logistics,task08,"hff,landmark",max,True,0.2113659381866455,False,14,16,
logistics,task09,"hff,landmark",max,True,0.21160459518432617,False,25,29,
logistics,task10,"hff,landmark",max,True,0.1867046356201172,False,24,28,
logistics,task11,"hff,landmark",max,True,0.3744795322418213,False,36,42,
logistics,task12,"hff,landmark",max,True,0.3882169723510742,False,45,59,
logistics,task13,"hff,landmark",max,True,0.34964823722839355,False,31,37,
logistics,task14,"hff,landmark",max,True,0.5025660991668701,False,48,62,
logistics,task15,"hff,landmark",max,True,0.45648932456970215,False,36,42,
logistics,task16,"hff,landmark",max,True,0.38202619552612305,False,30,32,
logistics,task17,"hff,landmark",max,True,0.9587364196777344,False,46,62,
logistics,task18,"hff,landmark",max,True,0.8990898132324219,False,42,53,
logistics,task19,"hff,landmark",max,True,1.3159351348876953,False,53,70,
logistics,task20,"hff,landmark",max,True,1.608724594116211,False,64,93,
logistics,task21,"hff,landmark",max,True,1.1565518379211426,False,43,56,
logistics,task22,"hff,landmark",max,True,1.871523380279541,False,77,114,
logistics,task23,"hff,landmark",max,True,11.25045132637024,False,85,431,
logistics,task24,"hff,landmark",max,True,3.8119921684265137,False,65,95,
logistics,task25,"hff,landmark",max,True,3.703580141067505,False,59,75,
logistics,task26,"hff,landmark",max,True,4.025457382202148,False,72,85,
logistics,task27,"hff,landmark",max,True,15.568756103515625,False,85,462,
logistics,task28,"hff,landmark",max,True,4.796310901641846,False,71,98,
logistics,task01,"landmark,lmcut",max,True,0.31015467643737793,False,20,21,
logistics,task02,"landmark,lmcut",max,True,0.29939842224121094,False,19,22,
logistics,task03,"landmark,lmcut",max,True,0.2550044059753418,False,15,18,
logistics,task04,"landmark,lmcut",max,True,0.5268487930297852,False,27,30,
logistics,task05,"landmark,lmcut",max,True,0.31725001335144043,False,17,20,
logistics,task06,"landmark,lmcut",max,True,0.21183419227600098,False,8,9,
logistics,task07,"landmark,lmcut",max,True,0.515643835067749,False,25,29,
logistics,task08,"landmark,lmcut",max,True,0.2819488048553467,False,14,15,
logistics,task09,"landmark,lmcut",max,True,0.5150504112243652,False,25,28,
logistics,task10,"landmark,lmcut",max,True,0.45339465141296387,False,24,28,
logistics,task11,"landmark,lmcut",max,True,2.765794277191162,False,37,47,
logistics,task12,"landmark,lmcut",max,True,4.046056509017944,False,45,59,
logistics,task13,"landmark,lmcut",max,True,2.2695538997650146,False,31,38,
logistics,task14,"landmark,lmcut",max,True,4.847748041152954,False,47,61,
logistics,task15,"landmark,lmcut",max,True,3.5730855464935303,False,38,45,
logistics,task16,"landmark,lmcut",max,True,2.3353025913238525,False,31,35,
logistics,task17,"landmark,lmcut",max,True,10.535088062286377,False,46,61,
logistics,task18,"landmark,lmcut",max,True,8.704585313796997,False,42,52,
logistics,task19,"landmark,lmcut",max,True,16.071218729019165,False,53,76,
logistics,task20,"landmark,lmcut",max,True,27.4692964553833,False,67,101,
logistics,task21,"landmark,lmcut",max,True,11.894999265670776,False,42,52,
logistics,task22,"landmark,lmcut",max,True,35.410038471221924,False,69,87,
logistics,task23,"landmark,lmcut",max,True,96.51794219017029,False,77,103,
logistics,task24,"landmark,lmcut",max,True,81.82289218902588,False,66,103,
logistics,task25,"landmark,lmcut",max,True,83.37089800834656,False,66,90,
logistics,task26,"landmark,lmcut",max,True,95.87705540657043,False,73,88,
logistics,task27,"landmark,lmcut",max,True,139.329092502594,False,91,124,
logistics,task28,"landmark,lmcut",max,True,104.98214316368103,False,71,104,
zenotravel,task01,"hff,hadd",max,True,0.21219635009765625,False,1,2,
zenotravel,task02,"hff,hadd",max,True,0.17724347114562988,False,6,7,
